job_id,arrival_min,start_min,finish_min,wait_min,runtime_s,energy_proxy,emissions_index,sla_miss,carbon_at_start,deferrals,label,seed,deadline_min
34,125.11676246921489,125.11676246921489,125.13027468515031,0.0,0.810732956125317,3008.040536647806,2972244.2618615404,False,988.0998030611125,0,A_blind,0,
35,128.83761782146723,138.83761782146723,138.84791396539143,10.0,0.617768635451996,1016.0308884317726,947392.3529752374,False,932.4444401857924,2,A_blind,0,
36,137.657912084203,138.84791396539143,138.86070244155025,1.1900018811884365,0.7673085695290831,3008.0383654284765,2804828.6497093416,False,932.4444401857924,0,A_blind,0,
37,138.118181363727,138.86070244155025,138.88059443018884,0.7425210778232554,1.1935193183153614,3708.0596759659156,3457559.628731549,False,932.4444401857924,0,A_blind,0,
38,142.5066891762401,152.5066891762401,152.52400915579847,10.0,1.0391987735030666,4806.051959938675,4808553.222346044,False,1000.5204401509218,2,A_blind,0,
39,145.86312220462708,152.52400915579847,152.5419203484195,6.660886951171392,1.0746715572610381,4806.053733577863,4808554.996908304,False,1000.5204401509218,0,A_blind,0,
40,151.51779443219306,152.5419203484195,152.55753779380942,1.0241259162264384,0.937046723394794,4806.04685233617,4808548.112085337,False,1000.5204401509218,0,A_blind,0,
41,153.29606229668644,158.29606229668644,158.3106572331654,5.0,0.8756961887369532,3008.043784809437,2977452.773494192,False,989.8302639510338,1,A_blind,0,
42,154.68596640303738,158.3106572331654,158.32511212935188,3.624690830128003,0.8672937711891153,3008.0433646885594,2977452.3576458325,False,989.8302639510338,0,A_blind,0,
43,157.10708784654912,158.32511212935188,158.33909655551912,1.2180242828027588,0.8390655700350215,3008.0419532785018,2977450.9605894424,False,989.8302639510338,0,A_blind,0,
